text,clean_text,sentiment,intent,topic
"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)","our flight into lga was Cancelled Flighted. Were stuck in Dallas. I called to reschedule, told I could get a flight for today...12",Negative,Cancellation,Flight Cancellation
@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,why dont any of the pairings include red wine?! Only white is offered,Negative,Complaint,Complaints
@VirginAmerica is the website down?,is the website down?,Negative,Inquiry,General Inquiry
@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS?,Negative,Inquiry,General Inquiry
@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,Im disappointed that the agent at the designated silver status check in line closed to assist all pasengers,Negative,Check-in,Complaints
@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,Plans to Include Austin to its Dallas Route TopNews Arab,Positive,Change,Flight Policies
@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,Is it normal to receive no reply from Central Baggage,Negative,Boarding,Baggage Issues
@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,Negative,Check-in,Flight Check-in
@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,to jump into the DallasAustin market,Positive,Change,Suggestions
"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu","Beats EPS Views, Takes On VA LUV Investors Business Daily",Negative,Change,Flight Loyalty Programs
@VirginAmerica Lister to my show my on Monday 1230 130,Lister to my show my on Monday 1230 130,Neutral,Booking,Feedback
@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,to begin DallasAustin in April 88.9 KETR,Neutral,Change,Flight Reschedule
"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...","congrats, you just got all my business from EWR to SFOLAX. Fuck you fl1289 SFOEWR was the clincher...",Positive,Change,Flight Boarding
@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,I applied over 2 weeks ago. Havent heard back and Im flying this week,Negative,Boarding,Flight Reschedule
@VirginAmerica I'd love to know what your policy is for damaged luggage.,Id love to know what your policy is for damaged luggage.,Negative,Information,Baggage Issues
@VirginAmerica Thank you for the follow,Thank you for the follow,Positive,Support,Feedback
@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,too many apologies! You r the worse airlines! Dont even respond to your cudtomers,Negative,Complaint,Complaints
@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,Negative,Complaint,Complaints
@VirginAmerica @TTINAC11 I DM you,I DM you,Positive,Feedback,Feedback
@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,can you please have flights in SJC ? I have no choice but to fly Southwest to Vegas,Positive,Inquiry,Suggestions
@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,Negative,Inquiry,Feedback
@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,Flight from BOS gt LAS tomorrow was Cancelled Flightled. No notification wait times are 1 hour. Will you rebook on another airline?,Negative,Cancellation,Flight Cancellation
😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,RT Youve met your match. Got status on another airline? Upgrade restr,Negative,Upgrade,Flight Upgrade
@VirginAmerica Only way to fly! #Elevate #Gold,Only way to fly!,Positive,Change,Flight Status
@VirginAmerica If only you guys had flights from CMH.,If only you guys had flights from CMH.,Negative,Change,Complaints
"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",a lot of apologies being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.,Negative,Change,Complaints
@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,for all my flight stuff wrong and did nothing about it. Had ever,Negative,Complaint,Flight Booking
@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,Negative,Inquiry,Feedback
@VirginAmerica you will match my #AmericanAirlines status? Cool!,you will match my status? Cool!,Positive,Inquiry,Feedback
“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,Youve met your match.Got status on another airline? Upgrade ?,Negative,Upgrade,Flight Upgrade
@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,trying to book a flight with you guys and your website wont let me... about to lose my business,Negative,Complaint,Flight Boarding
@VirginAmerica you suck!,you suck!,Negative,Complaint,Complaints
@VirginAmerica thanks!,thanks!,Positive,Feedback,Feedback
@VirginAmerica Just DM'd. Same issue persisting.,Just DMd. Same issue persisting.,Negative,Complaint,Customer Service
@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,Because we never recd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,Negative,Cancellation,Flight Cancellation
@VirginAmerica trying to book a flight &amp; your site is down 😁,trying to book a flight amp your site is down,Negative,Boarding,Flight Boarding
@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didnt do anything,Negative,Cancellation,Flight Cancellation
@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook . better,Negative,Cancellation,Flight Cancellation
@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,I love your guys song! Were dancing to it for our high school dance revue,Positive,Feedback,Feedback
@VirginAmerica Your website is down and I'm trying to check in!,Your website is down and Im trying to check in!,Negative,Check-in,Feedback
"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)","done! Thank you for the quick response, apparently faster than sitting on hold",Positive,Feedback,Feedback
@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,Negative,Cancellation,Flight Cancellation
@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,cool picture of another VirginAmerica plane off our wing. What a site!,Positive,Information,Feedback
@VirginAmerica Keep up the great work :),Keep up the great work,Positive,Feedback,Feedback
@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,my goodness your people field are amazing under pressure from Texas in crisis Please fly me to NY,Positive,Support,Feedback
@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now?,Positive,Feedback,Feedback
@VirginAmerica can you please get me to the new york area before monday afternoon,can you please get me to the new york area before monday afternoon,Negative,Reschedule,Suggestions
"@VirginAmerica Thanks so much for the awesome support, you guys rock!","Thanks so much for the awesome support, you guys rock!",Positive,Support,Customer Service
@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,seats in Row 8 dont recline should mention that on your website,Positive,Seating,Feedback
@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,Negative,Reschedule,Flight Delay
@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,why Cancelled Flight flights today? No precipitation to be scared of!,Negative,Cancellation,Flight Cancellation
